,codigo_cliente,codigo_produto,qtd_produto_compra,valor_produto,valor_total_compra,nome_produto,cod_class_produt,nome_class_produt,cliente_genero,cliente_idade,cliente_qtd_filhos,cliente_estado_civil,codigo_estado_cliente,cliente_hipertenso,cliente_diabetes,nome_estado_cliente,sigla_estado_cliente
549,706,1032,3,9.99,29.97,Café,3,Alimentação,0,42,0,3,17,1,0,Pernambuco,PE
550,1110,1032,1,9.99,9.99,Café,3,Alimentação,0,58,3,1,17,1,0,Pernambuco,PE
551,2631,1049,3,5.99,17.97,Leite em pó,3,Alimentação,1,51,2,3,17,1,0,Pernambuco,PE
552,2932,1049,2,5.99,11.98,Leite em pó,3,Alimentação,0,71,1,1,17,0,0,Pernambuco,PE
553,862,1021,4,3.99,15.96,Leite integral litro,2,Bebidas,1,68,0,0,17,1,0,Pernambuco,PE
554,882,1021,4,3.99,15.96,Leite integral litro,2,Bebidas,1,37,0,3,17,1,0,Pernambuco,PE
555,1436,1021,2,3.99,7.98,Leite integral litro,2,Bebidas,0,37,3,2,17,0,0,Pernambuco,PE
556,2961,1021,4,3.99,15.96,Leite integral litro,2,Bebidas,0,53,0,2,17,1,1,Pernambuco,PE
557,757,1003,2,12.0,24.0,Água sanitária,1,Produtos de Limpeza,0,74,0,2,17,1,0,Pernambuco,PE
558,1752,1003,2,12.0,24.0,Água sanitária,1,Produtos de Limpeza,1,19,0,2,17,1,0,Pernambuco,PE
559,2440,1003,3,12.0,36.0,Água sanitária,1,Produtos de Limpeza,0,26,2,2,17,1,1,Pernambuco,PE
560,218,1043,2,3.25,6.5,Milho verde,3,Alimentação,0,26,0,2,17,1,1,Pernambuco,PE
561,414,1043,1,3.25,3.25,Milho verde,3,Alimentação,1,54,3,2,17,0,1,Pernambuco,PE
562,790,1043,1,3.25,3.25,Milho verde,3,Alimentação,0,41,0,0,17,1,1,Pernambuco,PE
563,1528,1029,4,10.0,40.0,Açucar,3,Alimentação,0,69,1,2,17,0,1,Pernambuco,PE
564,620,1059,1,4.0,4.0,Chicória,4,Hortifruti,1,18,1,3,17,0,0,Pernambuco,PE
565,885,1059,2,4.0,8.0,Chicória,4,Hortifruti,0,51,2,3,17,0,0,Pernambuco,PE
566,25,1017,4,7.5,30.0,Refrigerante 2l,2,Bebidas,1,59,1,1,17,1,0,Pernambuco,PE
567,1791,1000,1,9.9,9.9,Sabão em pó,1,Produtos de Limpeza,1,66,3,2,17,0,1,Pernambuco,PE
568,2722,1000,4,9.9,39.6,Sabão em pó,1,Produtos de Limpeza,1,52,3,3,17,0,1,Pernambuco,PE
569,2633,1079,2,5.99,11.98,Margarina,5,Carnes e Frios,0,60,0,3,17,0,0,Pernambuco,PE
570,242,1070,1,3.99,3.99,Jiló,4,Hortifruti,1,19,3,3,17,1,0,Pernambuco,PE
571,2815,1070,1,3.99,3.99,Jiló,4,Hortifruti,1,48,2,1,17,0,0,Pernambuco,PE
572,266,1060,4,3.5,14.0,Mandioca,4,Hortifruti,0,63,3,0,17,0,1,Pernambuco,PE
573,1311,1060,2,3.5,7.0,Mandioca,4,Hortifruti,1,27,0,1,17,0,1,Pernambuco,PE
574,1565,1016,1,15.0,15.0,Saco de lixo 50l,1,Produtos de Limpeza,0,24,1,2,17,0,1,Pernambuco,PE
575,2187,1048,4,8.99,35.96,Óleo de cozinha,3,Alimentação,1,59,0,0,17,0,1,Pernambuco,PE
576,2273,1048,3,8.99,26.97,Óleo de cozinha,3,Alimentação,0,32,2,3,17,0,0,Pernambuco,PE
577,2679,1048,1,8.99,8.99,Óleo de cozinha,3,Alimentação,0,50,3,3,17,0,0,Pernambuco,PE
578,692,1040,2,5.0,10.0,Maionese,3,Alimentação,1,56,2,0,17,0,0,Pernambuco,PE
579,1845,1040,2,5.0,10.0,Maionese,3,Alimentação,0,44,1,3,17,0,0,Pernambuco,PE
580,2580,1040,1,5.0,5.0,Maionese,3,Alimentação,1,33,1,2,17,0,0,Pernambuco,PE
581,2733,1040,1,5.0,5.0,Maionese,3,Alimentação,0,64,3,1,17,0,1,Pernambuco,PE
582,1000,1025,3,4.99,14.97,Macarrão,3,Alimentação,0,45,3,1,17,1,0,Pernambuco,PE
583,445,1065,1,5.99,5.99,Uva,4,Hortifruti,0,72,1,0,17,1,1,Pernambuco,PE
584,1626,1012,2,7.95,15.9,Tira manchas,1,Produtos de Limpeza,0,44,1,1,17,1,1,Pernambuco,PE
585,2870,1012,3,7.95,23.85,Tira manchas,1,Produtos de Limpeza,0,71,1,2,17,0,1,Pernambuco,PE
586,54,1083,4,1.99,7.96,Frango,5,Carnes e Frios,0,68,1,2,17,0,1,Pernambuco,PE
587,2627,1083,1,1.99,1.99,Frango,5,Carnes e Frios,1,56,2,1,17,1,0,Pernambuco,PE
588,1041,1014,2,8.99,17.98,Alcool,1,Produtos de Limpeza,0,30,2,2,17,1,1,Pernambuco,PE
589,1447,1014,3,8.99,26.97,Alcool,1,Produtos de Limpeza,1,32,2,3,17,1,1,Pernambuco,PE
590,2198,1014,4,8.99,35.96,Alcool,1,Produtos de Limpeza,1,29,0,0,17,0,0,Pernambuco,PE
591,394,1039,1,4.99,4.99,Atum,3,Alimentação,0,61,1,2,17,0,0,Pernambuco,PE
592,909,1039,2,4.99,9.98,Atum,3,Alimentação,0,66,3,3,17,0,1,Pernambuco,PE
593,2193,1020,1,2.5,2.5,Suco sachê,2,Bebidas,0,63,3,2,17,0,0,Pernambuco,PE
594,40,1038,4,4.0,16.0,Sardinha,3,Alimentação,1,71,2,0,17,0,1,Pernambuco,PE
595,337,1038,2,4.0,8.0,Sardinha,3,Alimentação,1,71,1,1,17,1,1,Pernambuco,PE
596,967,1038,4,4.0,16.0,Sardinha,3,Alimentação,0,56,3,2,17,0,0,Pernambuco,PE
597,1052,1038,1,4.0,4.0,Sardinha,3,Alimentação,1,31,0,2,17,0,1,Pernambuco,PE
598,1193,1024,2,5.99,11.98,Feijão 2kg,3,Alimentação,1,54,2,1,17,0,0,Pernambuco,PE
599,1042,1028,2,3.2,6.4,Sal,3,Alimentação,0,28,0,1,17,1,1,Pernambuco,PE
600,2591,1047,4,3.89,15.56,Milho de pipoca,3,Alimentação,0,35,1,3,17,0,1,Pernambuco,PE
601,2680,1047,3,3.89,11.67,Milho de pipoca,3,Alimentação,0,60,2,1,17,1,1,Pernambuco,PE
602,589,1044,4,3.99,15.96,Seleta,3,Alimentação,0,56,2,3,17,0,0,Pernambuco,PE
603,1258,1044,3,3.99,11.97,Seleta,3,Alimentação,0,57,3,3,17,1,0,Pernambuco,PE
604,2127,1044,4,3.99,15.96,Seleta,3,Alimentação,0,28,0,0,17,0,1,Pernambuco,PE
605,312,1037,2,3.45,6.9,Farinha de mandioca,3,Alimentação,1,62,0,2,17,1,0,Pernambuco,PE
606,2263,1037,3,3.45,10.35,Farinha de mandioca,3,Alimentação,1,66,2,1,17,1,1,Pernambuco,PE
607,2899,1037,1,3.45,3.45,Farinha de mandioca,3,Alimentação,1,47,3,3,17,1,1,Pernambuco,PE
608,1611,1009,3,12.5,37.5,Condicionador,1,Produtos de Limpeza,0,21,3,0,17,1,0,Pernambuco,PE
609,2242,1009,4,12.5,50.0,Condicionador,1,Produtos de Limpeza,1,34,1,3,17,1,1,Pernambuco,PE
610,2926,1022,4,4.3,17.2,Leite desnatado litro,2,Bebidas,0,34,1,0,17,0,1,Pernambuco,PE
611,920,1082,4,29.99,119.96,Peixe,5,Carnes e Frios,1,73,2,1,17,1,1,Pernambuco,PE
612,1354,1082,3,29.99,89.97,Peixe,5,Carnes e Frios,0,42,3,2,17,1,1,Pernambuco,PE
613,2669,1082,1,29.99,29.99,Peixe,5,Carnes e Frios,0,37,2,0,17,1,0,Pernambuco,PE
614,2107,1084,1,56.99,56.99,Carne vermelha,5,Carnes e Frios,0,75,2,2,17,1,0,Pernambuco,PE
615,2596,1006,1,6.0,6.0,Sabão em pedra,1,Produtos de Limpeza,0,72,0,0,17,0,1,Pernambuco,PE
616,2199,1078,1,10.99,10.99,Manteiga,5,Carnes e Frios,0,23,2,2,17,1,0,Pernambuco,PE
617,725,1054,3,1.5,4.5,Couve,4,Hortifruti,1,53,2,1,17,1,1,Pernambuco,PE
618,1457,1050,3,3.5,10.5,Creme de leite,3,Alimentação,1,49,0,2,17,0,1,Pernambuco,PE
619,2917,1062,4,5.99,23.96,Espinafre,4,Hortifruti,0,24,3,1,17,0,0,Pernambuco,PE
620,765,1056,3,3.75,11.25,Tomate,4,Hortifruti,0,46,2,0,17,0,0,Pernambuco,PE
621,785,1056,3,3.75,11.25,Tomate,4,Hortifruti,0,38,3,0,17,0,1,Pernambuco,PE
622,2629,1056,3,3.75,11.25,Tomate,4,Hortifruti,0,40,0,0,17,1,0,Pernambuco,PE
623,679,1067,2,2.99,5.98,Mamão,4,Hortifruti,1,33,1,2,17,0,1,Pernambuco,PE
624,2325,1067,3,2.99,8.97,Mamão,4,Hortifruti,0,70,0,0,17,0,0,Pernambuco,PE
625,1507,1055,3,3.99,11.97,Batata,4,Hortifruti,1,41,1,0,17,0,0,Pernambuco,PE
626,824,1035,2,3.99,7.98,Farinha de trigo,3,Alimentação,1,30,2,3,17,1,0,Pernambuco,PE
627,77,1004,2,4.0,8.0,Esponja de aço,1,Produtos de Limpeza,0,38,1,2,17,1,0,Pernambuco,PE
628,607,1004,2,4.0,8.0,Esponja de aço,1,Produtos de Limpeza,0,51,2,3,17,1,1,Pernambuco,PE
629,1678,1004,1,4.0,4.0,Esponja de aço,1,Produtos de Limpeza,0,51,3,1,17,1,1,Pernambuco,PE
630,1690,1004,4,4.0,16.0,Esponja de aço,1,Produtos de Limpeza,0,63,1,2,17,0,0,Pernambuco,PE
631,1309,1033,3,2.32,6.96,Farofa pronta,3,Alimentação,1,66,1,1,17,1,0,Pernambuco,PE
632,1832,1033,4,2.32,9.28,Farofa pronta,3,Alimentação,0,25,3,3,17,1,0,Pernambuco,PE
633,2905,1033,1,2.32,2.32,Farofa pronta,3,Alimentação,0,29,2,0,17,0,1,Pernambuco,PE
634,112,1080,3,2.49,7.47,Iogurte,5,Carnes e Frios,1,74,0,0,17,0,0,Pernambuco,PE
635,244,1086,4,15.9,63.6,Salsicha,5,Carnes e Frios,0,37,3,3,17,0,0,Pernambuco,PE
636,359,1086,4,15.9,63.6,Salsicha,5,Carnes e Frios,1,48,3,1,17,1,1,Pernambuco,PE
637,825,1063,3,3.99,11.97,Banana,4,Hortifruti,1,70,0,3,17,1,0,Pernambuco,PE
638,1975,1063,2,3.99,7.98,Banana,4,Hortifruti,1,47,2,2,17,0,0,Pernambuco,PE
639,202,1034,1,3.75,3.75,Fubá,3,Alimentação,0,58,0,2,17,0,1,Pernambuco,PE
640,1820,1034,3,3.75,11.25,Fubá,3,Alimentação,1,66,2,2,17,0,0,Pernambuco,PE
641,2417,1034,4,3.75,15.0,Fubá,3,Alimentação,1,23,1,2,17,0,1,Pernambuco,PE
642,670,1042,3,4.45,13.35,Ervilha,3,Alimentação,1,63,3,2,17,1,0,Pernambuco,PE
643,1027,1042,1,4.45,4.45,Ervilha,3,Alimentação,1,39,2,1,17,1,1,Pernambuco,PE
644,2276,1042,2,4.45,8.9,Ervilha,3,Alimentação,1,26,0,3,17,1,0,Pernambuco,PE
645,2293,1046,2,4.99,9.98,Goiabada,3,Alimentação,1,65,2,3,17,1,0,Pernambuco,PE
646,1266,1019,2,4.5,9.0,Suco caixinha 500ml,2,Bebidas,1,46,0,1,17,1,1,Pernambuco,PE
647,2279,1030,4,8.0,32.0,Achocolatado,3,Alimentação,0,34,1,3,17,0,1,Pernambuco,PE
648,997,1064,4,12.5,50.0,Ovos,4,Hortifruti,1,42,0,1,17,1,0,Pernambuco,PE
649,981,1068,1,1.29,1.29,Melancia,4,Hortifruti,1,75,1,1,17,1,0,Pernambuco,PE
650,2691,1026,2,2.0,4.0,Extrato de tomate,3,Alimentação,0,71,2,2,17,1,1,Pernambuco,PE
651,1512,1008,4,8.5,34.0,Shampo,1,Produtos de Limpeza,0,75,0,2,17,0,0,Pernambuco,PE
652,1129,1072,2,1.5,3.0,Salsa,4,Hortifruti,1,62,0,0,17,0,1,Pernambuco,PE
653,1578,1072,4,1.5,6.0,Salsa,4,Hortifruti,0,60,2,2,17,0,0,Pernambuco,PE
654,2508,1081,2,11.5,23.0,Presunto,5,Carnes e Frios,0,55,3,3,17,1,1,Pernambuco,PE
655,492,1061,2,5.99,11.98,Chuchu,4,Hortifruti,0,45,3,3,17,1,1,Pernambuco,PE
656,2782,1041,3,4.95,14.85,Molho de pimenta,3,Alimentação,1,33,3,0,17,0,1,Pernambuco,PE
657,879,1076,1,29.99,29.99,Queijo Mussarela,5,Carnes e Frios,0,45,0,2,17,1,1,Pernambuco,PE
658,919,1076,1,29.99,29.99,Queijo Mussarela,5,Carnes e Frios,0,65,2,3,17,0,1,Pernambuco,PE
659,1418,1076,3,29.99,89.97,Queijo Mussarela,5,Carnes e Frios,1,58,2,2,17,0,1,Pernambuco,PE
660,422,1036,3,3.5,10.5,Farinha de milho,3,Alimentação,1,61,2,0,17,0,0,Pernambuco,PE
661,2034,1057,4,2.99,11.96,Cenoura,4,Hortifruti,0,51,1,1,17,1,1,Pernambuco,PE
662,2065,1057,2,2.99,5.98,Cenoura,4,Hortifruti,1,71,0,0,17,1,0,Pernambuco,PE
663,1058,1051,1,5.99,5.99,Leite condensado,3,Alimentação,0,75,2,2,17,1,0,Pernambuco,PE
664,1320,1051,4,5.99,23.96,Leite condensado,3,Alimentação,0,19,3,1,17,0,1,Pernambuco,PE
665,992,1015,4,12.0,48.0,Saco de lixo 30l,1,Produtos de Limpeza,1,25,1,2,17,1,1,Pernambuco,PE
666,345,1011,1,5.99,5.99,Lustra móveis,1,Produtos de Limpeza,1,43,2,3,11,1,0,Mato Grosso,MT
667,740,1011,3,5.99,17.97,Lustra móveis,1,Produtos de Limpeza,0,47,0,0,11,1,1,Mato Grosso,MT
668,2869,1011,1,5.99,5.99,Lustra móveis,1,Produtos de Limpeza,0,68,1,3,11,1,0,Mato Grosso,MT
669,1217,1032,2,9.99,19.98,Café,3,Alimentação,0,36,1,1,11,0,1,Mato Grosso,MT
670,3,1049,2,5.99,11.98,Leite em pó,3,Alimentação,1,63,1,3,11,1,1,Mato Grosso,MT
671,1993,1049,4,5.99,23.96,Leite em pó,3,Alimentação,0,23,3,3,11,1,1,Mato Grosso,MT
672,4,1021,4,3.99,15.96,Leite integral litro,2,Bebidas,1,58,2,2,11,1,1,Mato Grosso,MT
673,204,1021,2,3.99,7.98,Leite integral litro,2,Bebidas,0,41,2,2,11,1,0,Mato Grosso,MT
674,1214,1001,4,22.0,88.0,Amaciante,1,Produtos de Limpeza,0,19,3,1,11,1,1,Mato Grosso,MT
675,2897,1043,1,3.25,3.25,Milho verde,3,Alimentação,0,44,0,2,11,1,0,Mato Grosso,MT
676,128,1059,2,4.0,8.0,Chicória,4,Hortifruti,1,68,0,1,11,1,0,Mato Grosso,MT
677,1066,1017,2,7.5,15.0,Refrigerante 2l,2,Bebidas,1,40,1,3,11,0,0,Mato Grosso,MT
678,2174,1017,4,7.5,30.0,Refrigerante 2l,2,Bebidas,1,49,2,3,11,0,1,Mato Grosso,MT
679,2374,1017,2,7.5,15.0,Refrigerante 2l,2,Bebidas,1,45,1,0,11,0,0,Mato Grosso,MT
680,2454,1052,2,5.89,11.78,Pão de forma,3,Alimentação,0,71,0,2,11,0,1,Mato Grosso,MT
681,1663,1000,2,9.9,19.8,Sabão em pó,1,Produtos de Limpeza,1,22,2,3,11,1,1,Mato Grosso,MT
682,2442,1085,3,64.99,194.97,Carne seca,5,Carnes e Frios,0,54,2,2,11,0,0,Mato Grosso,MT
683,3000,1070,4,3.99,15.96,Jiló,4,Hortifruti,0,73,0,0,11,1,1,Mato Grosso,MT
684,1958,1077,3,34.5,103.5,Queijo outros,5,Carnes e Frios,1,21,3,2,11,0,1,Mato Grosso,MT
685,2018,1075,1,35.0,35.0,Queijo Minas,5,Carnes e Frios,1,59,3,3,11,0,0,Mato Grosso,MT
686,2788,1075,3,35.0,105.0,Queijo Minas,5,Carnes e Frios,1,57,0,2,11,1,0,Mato Grosso,MT
687,2998,1075,4,35.0,140.0,Queijo Minas,5,Carnes e Frios,1,35,2,0,11,0,0,Mato Grosso,MT
688,57,1016,4,15.0,60.0,Saco de lixo 50l,1,Produtos de Limpeza,0,58,0,2,11,1,1,Mato Grosso,MT
689,174,1040,3,5.0,15.0,Maionese,3,Alimentação,0,50,2,3,11,0,1,Mato Grosso,MT
690,708,1040,1,5.0,5.0,Maionese,3,Alimentação,1,30,2,2,11,1,1,Mato Grosso,MT
691,1161,1040,1,5.0,5.0,Maionese,3,Alimentação,0,25,3,2,11,0,1,Mato Grosso,MT
692,1945,1025,2,4.99,9.98,Macarrão,3,Alimentação,0,54,2,0,11,1,0,Mato Grosso,MT
693,529,1065,1,5.99,5.99,Uva,4,Hortifruti,0,39,1,3,11,0,0,Mato Grosso,MT
694,1580,1083,3,1.99,5.97,Frango,5,Carnes e Frios,1,25,1,3,11,1,0,Mato Grosso,MT
695,1412,1038,1,4.0,4.0,Sardinha,3,Alimentação,0,39,1,3,11,1,0,Mato Grosso,MT
696,1724,1024,1,5.99,5.99,Feijão 2kg,3,Alimentação,1,32,2,1,11,1,1,Mato Grosso,MT
697,689,1028,4,3.2,12.8,Sal,3,Alimentação,1,53,0,0,11,0,1,Mato Grosso,MT
698,2372,1047,1,3.89,3.89,Milho de pipoca,3,Alimentação,0,27,2,0,11,0,0,Mato Grosso,MT
699,835,1044,1,3.99,3.99,Seleta,3,Alimentação,1,25,1,0,11,0,1,Mato Grosso,MT
700,1396,1044,3,3.99,11.97,Seleta,3,Alimentação,0,29,1,0,11,0,1,Mato Grosso,MT
701,2481,1044,4,3.99,15.96,Seleta,3,Alimentação,0,54,3,1,11,0,0,Mato Grosso,MT
702,144,1037,1,3.45,3.45,Farinha de mandioca,3,Alimentação,0,29,2,3,11,1,0,Mato Grosso,MT
703,1523,1037,4,3.45,13.8,Farinha de mandioca,3,Alimentação,1,44,1,0,11,1,0,Mato Grosso,MT
704,808,1009,3,12.5,37.5,Condicionador,1,Produtos de Limpeza,1,57,2,2,11,0,1,Mato Grosso,MT
705,583,1082,2,29.99,59.98,Peixe,5,Carnes e Frios,1,72,0,3,11,0,0,Mato Grosso,MT
706,2261,1082,3,29.99,89.97,Peixe,5,Carnes e Frios,1,56,1,2,11,1,0,Mato Grosso,MT
707,845,1084,4,56.99,227.96,Carne vermelha,5,Carnes e Frios,1,20,3,2,11,0,1,Mato Grosso,MT
708,2055,1006,1,6.0,6.0,Sabão em pedra,1,Produtos de Limpeza,1,70,2,0,11,0,0,Mato Grosso,MT
709,2764,1006,4,6.0,24.0,Sabão em pedra,1,Produtos de Limpeza,0,36,2,3,11,0,0,Mato Grosso,MT
710,2829,1006,1,6.0,6.0,Sabão em pedra,1,Produtos de Limpeza,0,64,1,1,11,0,1,Mato Grosso,MT
711,446,1078,1,10.99,10.99,Manteiga,5,Carnes e Frios,0,73,3,2,11,1,1,Mato Grosso,MT
712,2045,1078,2,10.99,21.98,Manteiga,5,Carnes e Frios,1,66,3,2,11,0,0,Mato Grosso,MT
713,1743,1054,1,1.5,1.5,Couve,4,Hortifruti,0,47,3,2,11,1,0,Mato Grosso,MT
714,2971,1054,3,1.5,4.5,Couve,4,Hortifruti,1,44,1,1,11,1,0,Mato Grosso,MT
715,1105,1050,1,3.5,3.5,Creme de leite,3,Alimentação,1,18,2,1,11,0,0,Mato Grosso,MT
716,2355,1050,1,3.5,3.5,Creme de leite,3,Alimentação,0,72,0,1,11,1,1,Mato Grosso,MT
717,2762,1050,4,3.5,14.0,Creme de leite,3,Alimentação,0,37,0,1,11,0,0,Mato Grosso,MT
718,2771,1002,3,1.99,5.97,Detergente,1,Produtos de Limpeza,0,44,0,1,11,0,1,Mato Grosso,MT
719,136,1071,3,4.99,14.97,Quiabo,4,Hortifruti,1,71,0,1,11,1,0,Mato Grosso,MT
720,2066,1071,3,4.99,14.97,Quiabo,4,Hortifruti,1,62,3,1,11,1,1,Mato Grosso,MT
721,235,1027,4,3.99,15.96,Molho de tomate,3,Alimentação,0,49,1,1,11,1,0,Mato Grosso,MT
722,1367,1027,3,3.99,11.97,Molho de tomate,3,Alimentação,1,48,1,2,11,0,0,Mato Grosso,MT
723,1386,1027,3,3.99,11.97,Molho de tomate,3,Alimentação,0,63,1,0,11,1,0,Mato Grosso,MT
724,2436,1062,3,5.99,17.97,Espinafre,4,Hortifruti,0,23,3,0,11,0,1,Mato Grosso,MT
725,2893,1056,2,3.75,7.5,Tomate,4,Hortifruti,0,18,1,0,11,1,1,Mato Grosso,MT
726,915,1058,3,3.89,11.67,Beterraba,4,Hortifruti,0,31,1,3,11,1,1,Mato Grosso,MT
727,1427,1058,3,3.89,11.67,Beterraba,4,Hortifruti,0,27,1,1,11,1,1,Mato Grosso,MT
728,1236,1055,4,3.99,15.96,Batata,4,Hortifruti,0,62,2,0,11,0,1,Mato Grosso,MT
729,2092,1035,1,3.99,3.99,Farinha de trigo,3,Alimentação,1,74,0,3,11,1,1,Mato Grosso,MT
730,2286,1074,3,2.49,7.47,Cebola,4,Hortifruti,1,31,2,2,11,1,1,Mato Grosso,MT
731,2956,1074,2,2.49,4.98,Cebola,4,Hortifruti,0,63,2,1,11,1,1,Mato Grosso,MT
732,1855,1004,4,4.0,16.0,Esponja de aço,1,Produtos de Limpeza,0,38,1,0,11,1,1,Mato Grosso,MT
733,1926,1004,2,4.0,8.0,Esponja de aço,1,Produtos de Limpeza,0,58,2,3,11,0,1,Mato Grosso,MT
734,640,1033,1,2.32,2.32,Farofa pronta,3,Alimentação,1,57,3,1,11,1,0,Mato Grosso,MT
735,2816,1013,1,13.5,13.5,Limpa vidros,1,Produtos de Limpeza,0,60,2,0,11,0,0,Mato Grosso,MT
736,2795,1086,2,15.9,31.8,Salsicha,5,Carnes e Frios,0,35,3,3,11,0,1,Mato Grosso,MT
737,325,1063,2,3.99,7.98,Banana,4,Hortifruti,0,26,1,1,11,1,0,Mato Grosso,MT
738,993,1063,1,3.99,3.99,Banana,4,Hortifruti,1,35,0,3,11,1,1,Mato Grosso,MT
739,2272,1034,4,3.75,15.0,Fubá,3,Alimentação,1,51,3,1,11,1,0,Mato Grosso,MT
740,1242,1023,3,22.5,67.5,Arroz 5kg,3,Alimentação,1,47,0,1,11,1,1,Mato Grosso,MT
741,514,1042,2,4.45,8.9,Ervilha,3,Alimentação,0,31,1,2,11,1,1,Mato Grosso,MT
742,539,1042,2,4.45,8.9,Ervilha,3,Alimentação,0,72,0,1,11,1,0,Mato Grosso,MT
743,1056,1042,2,4.45,8.9,Ervilha,3,Alimentação,0,20,3,3,11,0,0,Mato Grosso,MT
744,379,1046,2,4.99,9.98,Goiabada,3,Alimentação,1,40,0,1,11,1,1,Mato Grosso,MT
745,1496,1019,3,4.5,13.5,Suco caixinha 500ml,2,Bebidas,1,60,1,2,11,0,0,Mato Grosso,MT
746,1576,1019,1,4.5,4.5,Suco caixinha 500ml,2,Bebidas,0,63,0,0,11,0,1,Mato Grosso,MT
747,2022,1019,3,4.5,13.5,Suco caixinha 500ml,2,Bebidas,0,24,2,0,11,1,1,Mato Grosso,MT
748,2360,1030,1,8.0,8.0,Achocolatado,3,Alimentação,1,53,3,2,11,0,0,Mato Grosso,MT
749,2963,1030,3,8.0,24.0,Achocolatado,3,Alimentação,1,66,2,2,11,1,0,Mato Grosso,MT
750,1298,1066,1,3.76,3.76,Abacate,4,Hortifruti,1,64,3,1,11,1,0,Mato Grosso,MT
751,2058,1068,3,1.29,3.87,Melancia,4,Hortifruti,0,71,3,3,11,0,1,Mato Grosso,MT
752,2260,1068,2,1.29,2.58,Melancia,4,Hortifruti,0,34,3,0,11,0,0,Mato Grosso,MT
753,2922,1068,4,1.29,5.16,Melancia,4,Hortifruti,1,58,2,0,11,0,1,Mato Grosso,MT
754,1551,1018,1,4.99,4.99,Suco garrafa 1l,2,Bebidas,0,21,0,2,11,1,0,Mato Grosso,MT
755,1422,1026,1,2.0,2.0,Extrato de tomate,3,Alimentação,1,27,1,3,11,1,0,Mato Grosso,MT
756,2853,1026,4,2.0,8.0,Extrato de tomate,3,Alimentação,0,75,3,2,11,1,0,Mato Grosso,MT
757,467,1008,3,8.5,25.5,Shampo,1,Produtos de Limpeza,1,65,3,3,11,1,0,Mato Grosso,MT
758,1830,1008,1,8.5,8.5,Shampo,1,Produtos de Limpeza,0,20,2,2,11,0,0,Mato Grosso,MT
759,388,1031,1,1.99,1.99,Bolacha,3,Alimentação,1,21,0,3,11,1,1,Mato Grosso,MT
760,980,1031,1,1.99,1.99,Bolacha,3,Alimentação,1,54,1,1,11,0,0,Mato Grosso,MT
761,1351,1073,1,1.5,1.5,Cheiro verde,4,Hortifruti,0,20,0,2,11,0,1,Mato Grosso,MT
762,1804,1073,1,1.5,1.5,Cheiro verde,4,Hortifruti,1,49,3,1,11,0,0,Mato Grosso,MT
763,2505,1073,4,1.5,6.0,Cheiro verde,4,Hortifruti,1,59,3,3,11,0,1,Mato Grosso,MT
764,1921,1061,2,5.99,11.98,Chuchu,4,Hortifruti,0,45,3,3,11,1,1,Mato Grosso,MT
765,505,1041,2,4.95,9.9,Molho de pimenta,3,Alimentação,1,72,1,2,11,1,0,Mato Grosso,MT
766,2246,1041,3,4.95,14.85,Molho de pimenta,3,Alimentação,1,38,2,1,11,1,0,Mato Grosso,MT
767,2698,1007,4,1.25,5.0,Sabonete,1,Produtos de Limpeza,0,71,0,1,11,0,0,Mato Grosso,MT
768,1194,1076,4,29.99,119.96,Queijo Mussarela,5,Carnes e Frios,0,66,0,0,11,1,1,Mato Grosso,MT
769,2891,1076,1,29.99,29.99,Queijo Mussarela,5,Carnes e Frios,1,51,2,1,11,0,0,Mato Grosso,MT
770,2974,1036,3,3.5,10.5,Farinha de milho,3,Alimentação,0,62,3,3,11,0,1,Mato Grosso,MT
771,1108,1051,4,5.99,23.96,Leite condensado,3,Alimentação,0,39,3,0,11,1,1,Mato Grosso,MT
772,1761,1051,4,5.99,23.96,Leite condensado,3,Alimentação,1,29,3,0,11,1,1,Mato Grosso,MT
773,871,1005,4,2.5,10.0,Buchinha de pia,1,Produtos de Limpeza,1,25,3,0,11,1,0,Mato Grosso,MT
774,1337,1015,2,12.0,24.0,Saco de lixo 30l,1,Produtos de Limpeza,1,28,0,0,11,0,1,Mato Grosso,MT
775,500,1011,4,5.99,23.96,Lustra móveis,1,Produtos de Limpeza,0,27,1,3,5,1,0,Bahia,BA
776,1928,1032,1,9.99,9.99,Café,3,Alimentação,1,29,2,3,5,1,1,Bahia,BA
777,1606,1049,4,5.99,23.96,Leite em pó,3,Alimentação,1,42,0,3,5,1,1,Bahia,BA
778,2589,1049,4,5.99,23.96,Leite em pó,3,Alimentação,1,32,3,1,5,1,0,Bahia,BA
779,2539,1021,2,3.99,7.98,Leite integral litro,2,Bebidas,1,57,1,3,5,1,0,Bahia,BA
780,5,1001,4,22.0,88.0,Amaciante,1,Produtos de Limpeza,0,70,0,1,5,0,1,Bahia,BA
781,1628,1001,1,22.0,22.0,Amaciante,1,Produtos de Limpeza,1,41,1,0,5,0,1,Bahia,BA
782,2866,1001,3,22.0,66.0,Amaciante,1,Produtos de Limpeza,0,68,2,3,5,0,0,Bahia,BA
783,12,1003,3,12.0,36.0,Água sanitária,1,Produtos de Limpeza,1,42,0,2,5,1,0,Bahia,BA
784,1750,1003,4,12.0,48.0,Água sanitária,1,Produtos de Limpeza,1,41,1,2,5,1,1,Bahia,BA
785,1609,1069,3,3.49,10.47,Melão,4,Hortifruti,1,48,1,1,5,1,1,Bahia,BA
